codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
78740;A-091/CENIPA/2019 - 05;2019-10-27;2019-10-31;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA. de forma a assegurar que o Programa de Manutenção da empresa esteja em conformidade com os requisitos estabelecidos pelo fabricante, a fim garantir as adequadas condições de aeronavegabilidade das aeronaves, especificamente no que se refere ao Programa de Prevenção e Controle de Corrosão.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 06;2019-10-27;2019-10-31;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA., a fim de garantir que as demais aeronaves da frota da empresa estejam em condições adequadas de aeronavegabilidade, especificamente no que se refere ao Programa de Prevenção e Controle de Corrosão, haja vista as condições encontradas pela ATR durante a avaliação feita na aeronave acidentada, as quais culminaram com a emissão do DAMAGE ASSESSMENT REPORT, reference ES-3495/19-ATR0100625.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 07;2019-10-27;2019-10-31;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa aprimore seus processos de comunicação interna, buscando a estabilização do clima organizacional, por meio da troca de informações regulares com os funcionários, com o objetivo de mantê-los cientes das mudanças administrativas e operacionais em curso na organização.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78738;A-088/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-03-10;Reforçar a atuação junto à organização de manutenção Parintins Serviços de Transportes e Comércio de Peças para Aviões Ltda (CHE No 0208-01/ANAC), a fim de verificar, novamente, a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78737;A-087/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores, especialmente de aeronaves experimentais, quanto aos riscos associados ao gerenciamento inadequado do combustível.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78714;A-068/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-04-01;Atuar junto ao operador do aeródromo de Costa Esmeralda (SDEN), Porto Belo, SC, a fim de que aquele operador atualize as informações relativas aos Objetos Projetados no Espaço Aéreo (OPEA), em especial em relação à cerca perimetral do aeródromo nas proximidades da THR 15 de SDEN.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78714;A-068/CENIPA/2019 - 02;2021-12-30;2022-01-03;2022-03-28;Analisar a pertinência de requerer ao operador do aeródromo de Costa Esmeralda (SDEN), Porto Belo, SC, a pintura de uma sinalização horizontal com padrão em “V” em toda a extensão antes da cabeceira (THR) 15, no intuito de alertar os pilotos de que aquela área não é adequada para pouso de aeronaves.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78714;A-068/CENIPA/2019 - 03;2021-12-30;2022-01-03;2022-02-14;Atuar junto à organização de manutenção JPA Manutenção de Aeronaves Ltda., a fim de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78712;A-080/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os pilotos de aeronaves quanto aos riscos associados ao ofuscamento e degradação da percepção do ambiente externo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78709;A-081/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-03-14;Atuar junto à TEMA Tecnologia Manutenção de Aeronaves EIRELI no sentido de que aquela organização demonstre que os processos relacionados a supervisão gerencial das atividades de planejamento, execução e controle, no âmbito técnico, estão devidamente implantados e garantam a qualidade dos serviços executados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78629;A-054/CENIPA/2019 - 01;2024-11-25;2024-11-28;NULL;Avaliar a pertinência de inserir na instrução prévia mínima ao endosso para modelo específico de aeronave classe, prevista na Instrução Suplementar (IS) n° 61-006, a instrução prevista na seção 61.195 do RBAC n° 61 como referência, evitando utilizar otermo “a critério” quando não houver orientações sobre o treinamento a ser ministrado.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78629;A-054/CENIPA/2019 - 02;2024-11-25;2024-11-28;NULL;Divulgar os ensinamentos colhidos nesta investigação nos eventos de promoção dasegurança operacional a serem promovidos pela ANAC, a fim de disseminar entre os pilotosos critérios de treinamento para endosso de modelo específico de aeronave classe, emespecial os treinamentos de emergências.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78612;A-049/CENIPA/2019 - 01;2019-09-03;2019-09-10;2019-09-24;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da realização de finais para pouso não estabilizadas e da decisão de não realizar uma arremetida nos casos em que os procedimentos para pouso não apresentarem as necessárias condições desegurança.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78610;A-048/CENIPA/2019 - 01;2021-10-04;2022-02-11;2022-09-26;Estabelecer padrões de qualificação que assegurem a experiência necessária, o conhecimento teórico e o treinamento prático mínimos dos pilotos para que estes sejam considerados aptos a realizarem acrobacia aérea sem exposição de si e/ou de terceiros a riscos intoleráveis.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 04;2021-07-08;2021-08-16;2024-03-28;Atuar junto à Pratt & Whitney Canada no sentido de atualizar os parâmetros e processos estabelecidos nos manuais e boletins de serviço para a manutenção da vida operacional das High Pressure Turbine Blades, PN 3115601-01 que atualmente equipam os motores PW127M, diminuindo o tempo limite de vida das HP blades PN 3115601-01.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 05;2021-07-08;2021-08-16;2024-03-28;Atuar junto à Pratt & Whitney Canada no sentido de implementar melhorias no projeto das High Pressure Turbine Blades, PN 3115601-01, instaladas nos motores Pratt & Whitney Canada, modelo PW127M, de forma a torná-las menos suscetíveis ao surgimento de processos de Fadiga de Alto Ciclo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78590;IG-042/CENIPA/2019 - 06;2021-07-08;2021-08-16;2024-03-28;Atuar junto à Pratt & Whitney Canada para que sejam implementadas as melhorias no projeto das High Pressure Turbine Blades, PN 3115601-01, instaladas nos motores Pratt & Whitney Canada, modelo PW127M, de forma a torná-las menos suscetíveis ao surgimento de processos de Fadiga de Alto Ciclo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78587;A-040/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-07-19;Atuar junto à Somar Aero Agrícola Ltda., a fim de que o operador aprimore seu Gerenciamento de Segurança Operacional, criando métodos ou procedimentos definidos para analisar o risco de suas operações agrícolas, em especial quanto ao reconhecimento das áreas a serem sobrevoadas durante as operações.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78582;A-041/CENIPA/2019 - 01;2022-02-09;2022-02-16;2022-07-19;Reforçar a atuação junto à Nitz Aviação Agrícola Ltda., a fim de reavaliar a adequabilidade do Manual de Gerenciamento da Segurança Operacional (MGSO) adotado por aquele operador, verificando se as instruções contidas no referido documento estão sendo cumpridas pelos tripulantes da empresa, notadamente em relação aos itens que dizem respeito ao gerenciamento do risco.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78579;A-039/CENIPA/2019 - 01;2021-08-19;2021-09-04;2022-01-26;Atuar junto à Associação Ícaro de Aviadores do Catu, operadora da aeronave, no intuito de verificar o cumprimento do programa de manutenção de suas aeronaves e motores, bem como o atendimento aos critérios regulamentares previstos para o registro dessas manutenções, notadamente ao estabelecido pela IS 91.409-001A - Manutenção de Aeronaves Equipadas com Motores Convencionais.;NÃO APLICÁVEL;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78579;A-039/CENIPA/2019 - 02;2021-08-19;2021-09-04;2022-01-26;Atuar junto à organização de manutenção Uirapuru Serviços Aeronáuticos Ltda., no sentido de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando assegurar que a organização atenda continuamente aos requisitos estabelecidos pela autoridade de aviação civil, principalmente no que se refere à transcrição dos registros dos serviços de manutenção executados para os documentos de controle técnico dos operadores (cadernetas de célula, motor e hélice), de forma completa e clara.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78552;A-033/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com o objetivo de alertar pilotos, operadores e organizações de manutenção da aviação geral, sobre a importância de se verificar os serviços de preservação e estocagem realizados em aeronaves e de registrar os serviços de manutenção executados nas cadernetas da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78550;A-032/CENIPA/2019 - 01;2019-08-06;2019-08-20;2019-09-12;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira, sobretudo os que atuam na aviação agrícola, sobre os riscos de correntes da realização de curvas de grande inclinação a baixa altura.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78513;IG-023/CENIPA/2019 - 01;2019-10-28;2019-11-06;2020-10-01;Atuar junto à Aeromaj Aviação Agrícola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de planejamento de voo, manutenção da atenção dos tripulantes durante os serviços de pulverização e de supervisão gerencial das operações aeroagrícolas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78513;IG-023/CENIPA/2019 - 02;2019-10-28;2019-11-06;2020-10-01;Divulgar os ensinamentos colhidos no presente relatório, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes de planejamentos de operações aeroagrícolas que não consideram corretamente os obstáculos presentes no terreno.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 01;2019-10-28;2019-11-05;2020-08-12;Atuar junto à empresa Costa do Sol Taxi Aéreo S.A., a fim de que aquele operador aprimore os treinamentos de Crew Resource Management (CRM) oferecidos a seus tripulantes, sobretudo no que diz respeito às interações interpessoais necessárias à manutenção da segurança operacional durante os procedimentos de táxi e estacionamento das aeronaves operadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 02;2019-10-28;2019-11-05;2020-08-12;Atuar junto à empresa Costa do Sol Taxi Aéreo S.A., a fim de enfatizar àquele operador a importância de se observar o previsto no Art. 88-N do Código Brasileiro de Aeronáutica que, salvo as exceções estabelecidas, proíbe a remoção de aeronaves acidentadas do local da ocorrência sem a devida autorização da Autoridade de Investigação SIPAER.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 03;2019-10-28;2019-11-05;2020-08-12;Atuar junto à empresa Costa do Sol Taxi Aéreo S.A., a fim de enfatizar àquele operador a importância de se comunicar, pelo meio mais rápido, à Autoridade da Aviação Civil e à Autoridade de Investigação SIPAER toda e qualquer ocorrência aeronáutica que envolva aeronave operada pela empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 04;2019-10-28;2019-11-05;2020-08-12;Atuar junto à empresa Costa do Sol Taxi Aéreo S.A., a fim de enfatizar àquele operador a importância de se preservar os dados gravados pelos equipamentos de bordo das aeronaves operadas para a investigação de ocorrências aeronáuticas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 05;2019-10-28;2019-11-05;2020-01-31;Atuar junto à Prefeitura Municipal de Carauari, a fim de aquele operador de aeródromo atualize e cumpra o constante em seu Manual de Gerenciamento de Segurança Operacional (MGSO), como forma de prevenir futuras ocorrências aeronáuticas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 06;2019-10-28;2019-11-05;2020-01-31;Atuar junto à Prefeitura Municipal de Carauari, a fim de aquele operador de aeródromo desenvolva e implante em SWCA um Sistema de Resposta à Emergência Aeroportuária (SREA), um Plano de Emergência Aeronáutica (PLEM) e um Plano Contraincêndio de Aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019 - 07;2019-10-28;2019-11-05;2020-01-31;Atuar junto à Prefeitura Municipal de Carauari, a fim de aquele operador de aeródromo providencie um Gerente de Segurança Operacional que possa realizar as atividades previstas no Sistema de Gerenciamento da Segurança Operacional (SGSO) adotado em SWCA.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78497;IG-025/CENIPA/2019-01;2019-10-28;2019-11-05;2019-10-04;Atuar junto ao operador do aeródromo de SWCA, a fim de assegurar que as operações naquela localidade estejam dentro dos níveis aceitáveis de segurança operacional, mormente no que se refere ao processo de identificação de perigos, análise e gerenciamento do risco, bem como ao plano de emergência em aeródromo (PLEM). (obs: recomendação emitida antes da publicação do RF);ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78488;IG-020/CENIPA/2019 - 01;2019-09-03;2019-09-10;2020-07-09;Atuar junto à Azul Linhas Aéreas Brasileiras S.A, a fim de dar ampla divulgação à “Lista de exemplos de incidentes graves”, o Anexo A da NSCA 3-13 (Protocolos de Investigação de Ocorrências Aeronáuticas da Aviação Civil conduzidas pelo Estado Brasileiro), sobretudo o item Incapacitação da tripulação em voo, visando evitar que incidentes graves envolvendo aeronave sob a responsabilidade daquele operador não sejam informados à autoridade de investigação de ocorrências aeronáuticas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78488;IG-020/CENIPA/2019 - 02;2019-09-03;2019-09-10;2019-09-24;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os tripulantes da aviação civil brasileira sobre os riscos decorrentes da operação sem as plenas capacidades psicofísicas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78485;A-018/CENIPA/2019 - 01;2019-09-03;2019-09-10;2020-08-12;Realizar uma auditoria na Pulveriza Aviação Agrícola, a fim de verificar se suas operações aéreas atendem os requisitos previstos na regulamentação, em especial no tocante ao controle do peso máximo de decolagem e análise de risco.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78479;A-016/CENIPA/2019 - 01;2019-10-28;2019-11-05;2020-08-14;Atuar junto à Inovar Aviação Agrícola Ltda., a fim de que aquele operador incremente a preparação dos pilotos para os voos agrícolas, em especial no tocante à escolha de trajetória a ser utilizada em função dos obstáculos existentes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78455;A-013/CENIPA/2019 - 01;2021-11-16;2021-12-23;2022-03-31;Avaliar a pertinência de revisar a IS 137.201-001, em especial os itens 5.7.7 e 5.7.9, a fim de esclarecer ou especificar quais seriam as publicações técnicas que devem ser usadas como referência nas modificações realizadas nas aeronaves e nos motores para a utilização de álcool etílico hidratado como combustível, assim como quem seriam os responsáveis pela elaboração e aprovação de procedimentos de manutenção específicos para operação de aeronaves com motor convertido para operar com álcool etílico hidratado como combustível.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78439;A-008/CENIPA/2019 - 01;2022-02-09;2022-02-16;2022-06-08;Reforçar a atuação junto à Aerodinâmica Aviação Agrícola Ltda., a fim de reavaliar a adequabilidade do Manual de Gerenciamento da Segurança Operacional (MGSO) adotado por aquele operador, verificando se as instruções contidas no referido documento estão sendo cumpridas pelos tripulantes da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78439;A-008/CENIPA/2019 - 02;2022-02-09;2022-02-16;2022-03-31;Atuar junto à Aerodinâmica Aviação Agrícola Ltda., no sentido de que esse operador demonstre que seus mecanismos de supervisão gerencial estão adequadamente implantados e funcionando, particularmente no que se refere às atividades relacionadas ao controle técnico da manutenção das aeronaves por ele operadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78439;A-008/CENIPA/2019 - 03;2022-02-09;2022-02-16;2022-11-21;Atuar junto à REMASUL Aviação e Manutenção de Aeronaves, com o objetivo de que essa organização de manutenção demonstre que seus mecanismos de supervisão gerencial estão adequadamente implantados e funcionando, particularmente no que se refere às atividades relacionadas ao controle técnico da manutenção das aeronaves por ela inspecionadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78438;A-011/CENIPA/2019 - 01;2022-02-09;2022-02-16;2022-06-22;Atuar junto ao Grupo Aeromóvel da Polícia Militar do Estado do Rio de Janeiro (GAM), a fim de garantir que aquele operador adote medidas no sentido de incluir, no seu Programa de Treinamento, aulas, estudos de caso e palestras acerca dos fatores de risco envolvidos nas operações de sobrevoo de superfícies aquáticas a baixa altura, sobretudo em relação às superfícies espelhadas, abordando as principais condições potenciais de perigo nesse tipo de operação, tais como: diminuição da percepção visual de profundidade, desorientação espacial, gerenciamento do risco, etc.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78438;A-011/CENIPA/2019 - 02;2022-02-09;2022-02-16;2022-06-22;Atuar junto ao Grupo Aeromóvel da Polícia Militar do Estado do Rio de Janeiro (GAM), no o intuito de garantir que aquele operador adote ações no sentido de revisar, aprimorar, aplicar e reciclar continuamente o Treinamento de Gerenciamento de Recursos de Equipes, Corporate Resource Managment (CRM), a todos os integrantes do efetivo, com especial abordagem acerca de consciência situacional, dos efeitos da fadiga e do estresse no desempenho humano e do gerenciamento da carga de trabalho, conforme previsto na IS Nº 00-010, de 05JUN2020.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78432;A-009/CENIPA/2019-01;2019-05-16;2019-05-22;2019-05-30;Divulgar os ensinamentos colhidos com a presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre aos riscos decorrentes da operação IMC por pessoal não habilitado e/ou utilizando aeronave não certificada para voo IFR.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78426;A-006/CENIPA/2019 - 01;2019-10-28;2019-11-06;2021-01-06;Atuar junto à Aeroagrícola Surena Ltda., a fim de que aquele operador aprimore os mecanismos administrativos de escrituração dos serviços de manutenção executados em suas aeronaves, sobretudo no que diz respeito ao preenchimento das cadernetas de célula, motor e hélice, como forma de prevenir ocorrências aeronáuticas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78426;A-006/CENIPA/2019 - 02;2019-10-28;2019-11-06;2020-06-16;Atuar junto à Aeroagrícola Sureña Ltda., a fim de que aquele operador aprimore seus mecanismos de planejamento de voo, gerenciamento de risco e supervisão gerencial, visando incrementar os níveis de competência e segurança operacional requeridos para o desempenho das atividades para as quais tal empresa é certificada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78426;A-006/CENIPA/2019 - 03;2019-10-28;2019-11-06;2020-06-16;Atuar junto à Aeroagrícola Sureña Ltda., a fim de que aquele operador ofereça a seus pilotos um adequado treinamento de operações aeroagrícolas, sobretudo no que diz respeito ao correto planejamento de voo e às técnicas de pilotagem necessárias ao desempenho seguro das atividades propostas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78411;IG-003/CENIPA/2019 - 02;2021-03-29;2021-04-26;2021-09-23;Analisar a pertinência de inserir o estudo de caso desta ocorrência no PAELS (Programa de Atividades e Emprego do Laboratório de Simulação), no sentido de buscar mitigar os erros decorrentes de desvios de normas e modelos operacionais, cometidos por Controladores de Tráfego Aéreo habilitados.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78411;IG-003/CENIPA/2019 - 03;2021-03-29;2021-04-26;2021-09-23;Analisar a pertinência quanto ao aperfeiçoamento da redação do texto contido no item a seguir, da ICA 100-37 - Serviço de Tráfego Aéreo, a fim de clarificar o entendimento do seu conteúdo: 6.28.3.6 As instruções de controle de tráfego aéreo a serem emitidas após a decolagem.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78390;A-192/CENIPA/2018-01;2019-05-16;2019-05-22;2019-05-30;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores e proprietários de aeronaves experimentais, quanto aos riscos associados à execução da atividade aérea sem a fiel observância das normas operacionais, regulamentos ou regras de tráfego aéreo, notadamente na realização de manobras a baixa altura.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78380;IG-190/CENIPA/2018 - 01;2021-07-08;2021-07-26;2022-02-16;Atuar junto aos órgãos ATC, no sentido de assegurar que seus controladores tenham o correto entendimento sobre a diferença entre um procedimento de desembarque e uma evacuação de aeronaves.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78380;IG-190/CENIPA/2018 - 05;2021-07-08;2021-08-17;2022-02-10;Atuar em parceria com a Boeing Company para certificar-se de que, considerando os eventos observados no incidente grave em tela e o nível de risco avaliado como Classe II, a probabilidade de ocorrência dessa falha tenha se mantido menor que 1x10-7 (uma falha em 10 milhões de horas de voo).;ADOTADA;FAA;FEDERAL AVIATION ADMINISTRATION
78359;A-185/CENIPA/2018 - 01;2021-11-16;2021-12-23;2022-04-27;Atuar junto à Produzir Agropecuária Ltda., a fim de que aquele operador implemente um controle efetivo dos componentes utilizados em suas aeronaves, visando possibilitar o monitoramento e o rastreamento dos serviços de manutenção executados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78352;A-181/CENIPA/2018 - 01;2019-03-11;2019-03-19;2019-05-15;Melhorar o processo de divulgação de procedimentos de solicitação de emissão de NOTAM e informações temporárias de aeródromos privados junto à ANAC.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78352;A-181/CENIPA/2018 - 02;2019-03-11;2019-03-19;2019-05-15;Avaliar a viabilidade de elaboração de um regulamento que estabeleça regras a serem adotadas no projeto de aeródromos privados, com a finalidade de se aumentar o nível de Segurança operacional, mormente no tocante às características da área destinada a pousos e decolagens.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78341;IG-177/CENIPA/2018 - 04;2021-07-08;2021-07-27;2022-02-16;Atuar junto ao DTCEA-EG, a fim de que seus controladores, efetivamente, realizem os procedimentos previstos para mudança de pista, tão logo seja necessário, bem como que comuniquem aos pilotos informações relevantes como a mudança de pista em uso, principalmente quando for relacionada às condições meteorológicas.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78341;IG-177/CENIPA/2018 - 05;2021-07-08;2021-07-27;2022-02-16;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os Destacamentos de Controle do Espaço Aéreo, que possuam Serviço de Controle de Tráfego Aéreo, sobre a importância de seus controladores, efetivamente, realizarem os procedimentos previstos para mudança de pista, tão logo seja necessário, bem como comunicarem aos pilotos informações relevantes como a mudança de pista em uso, principalmente quando for sobre as condições meteorológicas.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78341;IG-177/CENIPA/2018 - 06;2021-07-08;2021-07-27;2022-02-16;Atuar junto ao DTCEA-EG, a fim de que se providencie a instalação de câmeras CCTV que possibilitem a visualização da cabeceira 11 pelos controladores da TWR-EG.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78341;IG-177/CENIPA/2018 - 07;2021-07-08;2021-07-27;2022-02-16;Atuar junto DTCEA-EG, a fim de que seus controladores de voo evitem o uso do Código Q nas comunicações internas, especialmente nas realizadas por telefonia.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78341;IG-177/CENIPA/2018 - 08;2021-07-08;2021-07-27;2022-02-16;Divulgar os ensinamentos colhidos na presente investigação, a fim de que os controladores de voo dos Destacamentos de Controle do Espaço Aéreo, que possuam Serviço de Controle de Tráfego Aéreo, evitem utilizar o uso do Código Q nas comunicações internas, especialmente nas realizadas por telefonia.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78341;IG-177/CENIPA/2018 - 09;2021-07-08;2021-07-27;2022-02-16;Avaliar a possibilidade de normatizar as ações, por parte dos órgãos de Serviço ou Controle de Tráfego Aéreo, de modo a informar ao Operador do Aeródromo a ocorrência de chuva com intensidade suficiente para contaminação da pista, com a finalidade de que o operador receba a informação a tempo para a realização da inspeção de pista.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78337;A-174/CENIPA/2018 - 01;2022-07-08;2022-07-19;2022-08-23;Intensificar as ações previstas no âmbito do Plano de Supervisão da Segurança Operacional (PSSO) 2020-2022, levando em consideração os ensinamentos colhidos nesta investigação e nas demais citadas neste relatório, buscando reduzir o número de ocorrências categorizadas como “alto risco operacional”.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78311;A-170/CENIPA/2018 - 01;2022-02-09;2022-02-16;2022-08-23;Atuar junto à Rambo Aviação Agrícola Ltda. ME, a fim de que sejam revistos os procedimentos operacionais adotados pelo operador relativos ao correto gerenciamento do combustível, principalmente no tocante ao fiel cumprimento das instruções contidas nos manuais de voo publicados pelo fabricante da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78311;A-170/CENIPA/2018 - 02;2022-02-09;2022-02-16;2022-02-22;Divulgar os ensinamentos colhidos na presente investigação, com o objetivo de alertar os proprietários das empresas agrícolas, pilotos e Gestores de Segurança Operacional (GSO) quanto aos riscos da não implantação de uma política eficaz nos procedimentos relacionados ao gerenciamento de combustível em voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78311;A-170/CENIPA/2018 - 03;2022-02-09;2022-02-16;2022-08-23;Atuar junto à Rambo Aviação Agrícola Ltda. ME, a fim que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO), bem como verificar a efetiva atuação do GSO da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
